id,idempotency_token,from_user_id,from_account_id,from_address,from_amount,from_token_id,to_user_id,to_account_id,to_address,to_amount,to_token_id,exchange_rate,exchange_rate_calculated_at,exchange_pair_id,exchange_account_id,exchange_wallet_address,metadata,encrypted_metadata,status,error_code,error_description,created_at,updated_at
txn_01cydv3dw6dxdnbf1015zjk2nx,8740884,,,fnce636119703054,929388913241082112,,,,wbjk464278239268,929388913241082112,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.598587Z,2018-12-11T05:16:14.622981Z
txn_01cydv3e8g75h3necej0kj1ses,5636105,,,fnce636119703054,191710580110568192,,,,wbjk464278239268,191710580110568192,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.992101Z,2018-12-11T05:16:15.012061Z
txn_01cydv3eew74fbjagq09gh4eew,8556941,,,fnce636119703054,409795741736986880,,,,wbjk464278239268,409795741736986880,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.196896Z,2018-12-11T05:16:15.220073Z
txn_01cydv3ej7zz5687jdgvrf409b,8474707,,,fnce636119703054,216246661735794656,,,,wbjk464278239268,216246661735794656,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.303946Z,2018-12-11T05:16:15.343404Z
txn_01cydv3enk9fah19rsvg7v21b7,2114366,,,fnce636119703054,211842728137380576,,,,wbjk464278239268,211842728137380576,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.411129Z,2018-12-11T05:16:15.421710Z
txn_01cydv3enksr7g1kx1v0m6fgb9,1159788,,,fnce636119703054,624122157819248768,,,,wbjk464278239268,624122157819248768,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.411344Z,2018-12-11T05:16:15.426769Z
txn_01cydv3enkbhys5sjbes4qnjp9,8520974,,,fnce636119703054,438143668305116288,,,,wbjk464278239268,438143668305116288,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.411258Z,2018-12-11T05:16:15.433273Z
txn_01cydv3erf2g8ey2m4bsmb8tqe,1266014,,,fnce636119703054,520808830558970624,,,,wbjk464278239268,520808830558970624,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.503537Z,2018-12-11T05:16:15.522620Z
txn_01cydv3ax5ys7fc9zqf9eggxqe,dc7d0ed6-66d7-42f2-960e-73153373fdb7,,,gnis000000000000,1000000000000000000000000,,,,fnce636119703054,1000000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-11T05:16:11.558012Z,2018-12-11T05:16:11.574860Z
txn_01cydv3bmv6yyjsat9bsp7xrta,2808549,,,fnce636119703054,376791354617085568,,,,wbjk464278239268,376791354617085568,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.315089Z,2018-12-11T05:16:12.327172Z
txn_01cydv3bz9kyf97ffjbrsj7v26,6223248,,,fnce636119703054,130583755511486816,,,,wbjk464278239268,130583755511486816,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.649953Z,2018-12-11T05:16:12.661000Z
txn_01cydv3c9t213ndnhyfnchhdjd,6287641,,,fnce636119703054,211018379751069408,,,,wbjk464278239268,211018379751069408,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.986032Z,2018-12-11T05:16:13.016445Z
txn_01cydv3ccr2tzsrdbf8d6t7pvs,3017711,,,fnce636119703054,905230096486848512,,,,wbjk464278239268,905230096486848512,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.080936Z,2018-12-11T05:16:13.091629Z
txn_01cydv3cryb1t7ra4ba6rsg6bb,7737635,,,fnce636119703054,936810189467242112,,,,wbjk464278239268,936810189467242112,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.470183Z,2018-12-11T05:16:13.516067Z
txn_01cydv3d0beeds4nxjt7kawcja,4943411,,,fnce636119703054,706808503874399360,,,,wbjk464278239268,706808503874399360,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.707182Z,2018-12-11T05:16:13.743746Z
txn_01cydv3d7wtvenrbtj9hhp0vdg,1228588,,,fnce636119703054,715382279618168192,,,,wbjk464278239268,715382279618168192,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.948169Z,2018-12-11T05:16:13.969393Z
txn_01cydv3dbdf32mnw9akx9qkw9g,9684717,,,fnce636119703054,848613064467591424,,,,wbjk464278239268,848613064467591424,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.061439Z,2018-12-11T05:16:14.086474Z
txn_01cydv3df4wx4gyfs61n3qmvww,1218483,,,fnce636119703054,735099907855801216,,,,wbjk464278239268,735099907855801216,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.180546Z,2018-12-11T05:16:14.193220Z
txn_01cydv3djqs52eqypzrchwk2fw,1353587,,,fnce636119703054,902009081889019264,,,,wbjk464278239268,902009081889019264,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.295665Z,2018-12-11T05:16:14.317751Z
txn_01cydv4v0md96qf67tm3eknfk4,6868011,,,fnce636119703054,420810070028764800,,,,ymqx266207727059,420810070028764800,,,,,,,{},{},confirmed,,,2018-12-11T05:17:00.820884Z,2018-12-11T05:17:07.001254Z
txn_01cydv3b9qw21cjpepzy4smvky,5951812,,,fnce636119703054,687641220769378176,,,,wbjk464278239268,687641220769378176,,,,,,,{},{},confirmed,,,2018-12-11T05:16:11.959795Z,2018-12-11T05:16:11.973217Z
txn_01cydv3bfaxh4fxfrtxmk50dwe,4413309,,,fnce636119703054,887652762732648576,,,,wbjk464278239268,887652762732648576,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.138057Z,2018-12-11T05:16:12.161780Z
txn_01cydv3bt5rmzp93d5013dq8dp,7219155,,,fnce636119703054,545360637769015104,,,,wbjk464278239268,545360637769015104,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.485189Z,2018-12-11T05:16:12.500300Z
txn_01cydv3c4dvecvggjjwqemk22c,265458,,,fnce636119703054,237281650514271296,,,,wbjk464278239268,237281650514271296,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.813282Z,2018-12-11T05:16:12.841192Z
txn_01cydv3c77b8d579w8mr6jr001,6394622,,,fnce636119703054,228712789900737184,,,,wbjk464278239268,228712789900737184,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.903261Z,2018-12-11T05:16:12.918647Z
txn_01cydv3d0brxzv9552x75ys7xb,1202795,,,fnce636119703054,865847555004759680,,,,wbjk464278239268,865847555004759680,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.707512Z,2018-12-11T05:16:13.759692Z
txn_01cydv3d4bcg7wq89qv86ws8jf,4959870,,,fnce636119703054,892232059897576576,,,,wbjk464278239268,892232059897576576,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.835178Z,2018-12-11T05:16:13.897906Z
txn_01cydv3dbc9fv1w7nk65a28xtb,663368,,,fnce636119703054,794574231066139392,,,,wbjk464278239268,794574231066139392,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.060933Z,2018-12-11T05:16:14.096121Z
txn_01cydv3djqssd9ab4azxeypv59,4156655,,,fnce636119703054,866113755343412992,,,,wbjk464278239268,866113755343412992,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.295524Z,2018-12-11T05:16:14.324761Z
txn_01cydv3dnxpd29crxsyn51v6yr,6499241,,,fnce636119703054,820489673254015232,,,,wbjk464278239268,820489673254015232,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.397130Z,2018-12-11T05:16:14.418654Z
txn_01cydv3dw679be0ak2g43gh23a,4166063,,,fnce636119703054,737592684419776128,,,,wbjk464278239268,737592684419776128,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.598586Z,2018-12-11T05:16:14.614626Z
txn_01cydv3e2fzpp9vs93a1f2rjtf,7535968,,,fnce636119703054,635391477844312320,,,,wbjk464278239268,635391477844312320,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.799575Z,2018-12-11T05:16:14.826597Z
txn_01cydv3bcfnqsx4bq3cf68k657,8496724,,,fnce636119703054,702493744523086336,,,,wbjk464278239268,702493744523086336,,,,,,,{},{},confirmed,,,2018-12-11T05:16:12.047890Z,2018-12-11T05:16:12.062282Z
txn_01cydv3cf86bqbf7kp6m8p9p83,2523575,,,fnce636119703054,250103584981443040,,,,wbjk464278239268,250103584981443040,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.160280Z,2018-12-11T05:16:13.176199Z
txn_01cydv3cmh519q6fr7y4sa28qr,2089802,,,fnce636119703054,460632812503746304,,,,wbjk464278239268,460632812503746304,,,,,,,{},{},confirmed,,,2018-12-11T05:16:13.329037Z,2018-12-11T05:16:13.383035Z
txn_01cydv3djq6a8qqr768jrd7x7k,5728137,,,fnce636119703054,216317000491436864,,,,wbjk464278239268,216317000491436864,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.295704Z,2018-12-11T05:16:14.309611Z
txn_01cydv3dnx68x17m6xfztmkg01,1946032,,,fnce636119703054,428994391610446848,,,,wbjk464278239268,428994391610446848,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.397061Z,2018-12-11T05:16:14.413044Z
txn_01cydv3dnx832b8tnqe5e7fyr3,9958395,,,fnce636119703054,688260010833776256,,,,wbjk464278239268,688260010833776256,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.397271Z,2018-12-11T05:16:14.424304Z
txn_01cydv3dryrk6g70cc0hcpggya,6603005,,,fnce636119703054,100291940813458048,,,,wbjk464278239268,100291940813458048,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.494546Z,2018-12-11T05:16:14.517221Z
txn_01cydv3dzdqfh5pxy3av90kwg8,4538515,,,fnce636119703054,188419869547951424,,,,wbjk464278239268,188419869547951424,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.701585Z,2018-12-11T05:16:14.732640Z
txn_01cydv3e2gzvfma092k5wzb1ng,6562391,,,fnce636119703054,16859526365319178,,,,wbjk464278239268,16859526365319178,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.800192Z,2018-12-11T05:16:14.809953Z
txn_01cydv3e8gqpbbyf3v54c42a3p,8459466,,,fnce636119703054,309209872423268352,,,,wbjk464278239268,309209872423268352,,,,,,,{},{},confirmed,,,2018-12-11T05:16:14.992395Z,2018-12-11T05:16:15.006482Z
txn_01cydv3ebn4abddjnv8kw0sp1s,8780003,,,fnce636119703054,396914659577770816,,,,wbjk464278239268,396914659577770816,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.093240Z,2018-12-11T05:16:15.137252Z
txn_01cydv3eexd837xnkjxtsnvvnr,4156577,,,fnce636119703054,575928753159336640,,,,wbjk464278239268,575928753159336640,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.197049Z,2018-12-11T05:16:15.226743Z
txn_01cydv4v0nat2v4n76kr0pf5zs,6060243,,,fnce636119703054,433048315387197568,,,,wbjk464278239268,433048315387197568,,,,,,,{},{},confirmed,,,2018-12-11T05:17:00.821163Z,2018-12-11T05:17:06.967015Z
txn_01cydtzz8f5gtass40vmpbs3my,9958116,,,fnce636119703054,896858519770860416,,,,whfm199358818972,896858519770860416,,,,,,,{},{},confirmed,,,2018-12-11T05:14:21.327968Z,2018-12-11T05:14:21.353083Z
txn_01cydtzzjsvggzyqx0c6962veq,6143611,,,fnce636119703054,792777021913980800,,,,whfm199358818972,792777021913980800,,,,,,,{},{},confirmed,,,2018-12-11T05:14:21.657393Z,2018-12-11T05:14:21.698239Z
txn_01cydtzzppmv8jmvm2q1zykbcg,2411991,,,fnce636119703054,118505564814148976,,,,whfm199358818972,118505564814148976,,,,,,,{},{},confirmed,,,2018-12-11T05:14:21.782686Z,2018-12-11T05:14:21.816085Z
txn_01cydtzztc7qzb2efq2hqfr7xe,750269,,,fnce636119703054,316490981951048320,,,,whfm199358818972,316490981951048320,,,,,,,{},{},confirmed,,,2018-12-11T05:14:21.900965Z,2018-12-11T05:14:21.916545Z
txn_01cydv00ggh83h26cgz96kxdfj,9679438,,,fnce636119703054,665005299213142912,,,,whfm199358818972,665005299213142912,,,,,,,{},{},confirmed,,,2018-12-11T05:14:22.608774Z,2018-12-11T05:14:22.641887Z
txn_01cydv00mkenvvq9472qvb8y6j,9079483,,,fnce636119703054,357915149128057344,,,,whfm199358818972,357915149128057344,,,,,,,{},{},confirmed,,,2018-12-11T05:14:22.739424Z,2018-12-11T05:14:22.753536Z
txn_01cydv00vb796arydehng9ggrq,44838,,,fnce636119703054,549074935708137152,,,,whfm199358818972,549074935708137152,,,,,,,{},{},confirmed,,,2018-12-11T05:14:22.955244Z,2018-12-11T05:14:22.968943Z
txn_01cydv015bc7adkmdtnyswb6xe,4621530,,,fnce636119703054,233943181038364096,,,,whfm199358818972,233943181038364096,,,,,,,{},{},confirmed,,,2018-12-11T05:14:23.275996Z,2018-12-11T05:14:23.289733Z
txn_01cydv01f5y0t6tx0ckf9hgecw,7510080,,,fnce636119703054,302803021127854400,,,,whfm199358818972,302803021127854400,,,,,,,{},{},confirmed,,,2018-12-11T05:14:23.589023Z,2018-12-11T05:14:23.618638Z
txn_01cydv01jf2j9ccj4mdav27pyw,3208034,,,fnce636119703054,698333962326259968,,,,whfm199358818972,698333962326259968,,,,,,,{},{},confirmed,,,2018-12-11T05:14:23.695635Z,2018-12-11T05:14:23.725254Z
txn_01cydv01rh6s2arxnrxqbtdeyq,4214187,,,fnce636119703054,941515438408406016,,,,whfm199358818972,941515438408406016,,,,,,,{},{},confirmed,,,2018-12-11T05:14:23.889861Z,2018-12-11T05:14:23.903898Z
txn_01cydv025fvv1a7041xde11kpy,7611567,,,fnce636119703054,927117653627572096,,,,whfm199358818972,927117653627572096,,,,,,,{},{},confirmed,,,2018-12-11T05:14:24.303300Z,2018-12-11T05:14:24.322252Z
txn_01cydv3erfs9r9efyht6xsvadn,1979780,,,fnce636119703054,260459583767938976,,,,wbjk464278239268,260459583767938976,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.503734Z,2018-12-11T05:16:15.528537Z
txn_01cydv3f1smtdkjpppcmk9v076,8615511,,,fnce636119703054,5735247351790318,,,,wbjk464278239268,5735247351790318,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.801372Z,2018-12-11T05:16:15.811537Z
txn_01cydv3fs2b6g0caqfseqj3vat,9992293,,,fnce636119703054,98382171609708640,,,,wbjk464278239268,98382171609708640,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.546401Z,2018-12-11T05:16:16.563039Z
txn_01cydv3g4ayy5y6a1srmxtbx64,688421,,,fnce636119703054,984063886048503040,,,,wbjk464278239268,984063886048503040,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.906070Z,2018-12-11T05:16:16.927345Z
txn_01cydv3g9tyez42hsnbhmtpxvt,4689877,,,fnce636119703054,591729049342645504,,,,wbjk464278239268,591729049342645504,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.082714Z,2018-12-11T05:16:17.092489Z
txn_01cydv3gvpxga8887f2xha37k4,4342562,,,fnce636119703054,52866561117590472,,,,wbjk464278239268,52866561117590472,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.654591Z,2018-12-11T05:16:17.680999Z
txn_01cydv3gyr3r3m3vaqqqf8ams1,3440918,,,fnce636119703054,10862243482478550,,,,wbjk464278239268,10862243482478550,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.752178Z,2018-12-11T05:16:17.762309Z
txn_01cydv3h1tm42bxryw5m1cvhyz,127687,,,fnce636119703054,31165016149688140,,,,wbjk464278239268,31165016149688140,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.850976Z,2018-12-11T05:16:17.880347Z
txn_01cydv3hcznvmmzf77d1n9rbb1,9030111,,,fnce636119703054,556297274352675648,,,,wbjk464278239268,556297274352675648,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.207551Z,2018-12-11T05:16:18.232639Z
txn_01cydv3j233z9wf4127nd5s9kq,1443510,,,fnce636119703054,175954494415390784,,,,wbjk464278239268,175954494415390784,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.883059Z,2018-12-11T05:16:18.909614Z
txn_01cydv3j5ktc2kank92871k7yp,5789883,,,fnce636119703054,460126453631437440,,,,wbjk464278239268,460126453631437440,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.995950Z,2018-12-11T05:16:19.029828Z
txn_01cydv3jmy5j7142n8fq7c9zec,3297768,,,fnce636119703054,392539995285091648,,,,wbjk464278239268,392539995285091648,,,,,,,{},{},confirmed,,,2018-12-11T05:16:19.486864Z,2018-12-11T05:16:19.512580Z
txn_01cydv3erf02vrbm8243ycjzsb,3280785,,,fnce636119703054,419238922413983552,,,,wbjk464278239268,419238922413983552,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.503962Z,2018-12-11T05:16:15.534530Z
txn_01cydv3eyxq0p1076ma42g0mzd,9543147,,,fnce636119703054,672089594635834752,,,,wbjk464278239268,672089594635834752,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.709171Z,2018-12-11T05:16:15.725604Z
txn_01cydv3f7rg3ftef7peftx5p41,1282670,,,fnce636119703054,940570400734426368,,,,wbjk464278239268,940570400734426368,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.992038Z,2018-12-11T05:16:16.014739Z
txn_01cydv3fdmzayvm72rh4g4xh11,4154471,,,fnce636119703054,739685360864155264,,,,wbjk464278239268,739685360864155264,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.180889Z,2018-12-11T05:16:16.197205Z
txn_01cydv3fk9ex2jrmgmjs2vmv17,9939461,,,fnce636119703054,499693564514776512,,,,wbjk464278239268,499693564514776512,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.361931Z,2018-12-11T05:16:16.378971Z
txn_01cydv3fyhfsh6x3psy6c0bnn3,4081737,,,fnce636119703054,434060998898623232,,,,wbjk464278239268,434060998898623232,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.721966Z,2018-12-11T05:16:16.744619Z
txn_01cydv3g1f5h5rcqjfypb203pv,6795674,,,fnce636119703054,331574361797298368,,,,wbjk464278239268,331574361797298368,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.815222Z,2018-12-11T05:16:16.834132Z
txn_01cydv3g70dj7tt7w5e0mmcet8,1748425,,,fnce636119703054,779042015126258944,,,,wbjk464278239268,779042015126258944,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.992224Z,2018-12-11T05:16:17.006256Z
txn_01cydv3h1t762kanf1k4tadeeq,3549381,,,fnce636119703054,515206647499360192,,,,wbjk464278239268,515206647499360192,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.850811Z,2018-12-11T05:16:17.887119Z
txn_01cydv3haatq5bzcva51xv3a6m,249905,,,fnce636119703054,403217470197434496,,,,wbjk464278239268,403217470197434496,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.122619Z,2018-12-11T05:16:18.142345Z
txn_01cydv3hjmtqpzm9cg4dset204,112139,,,fnce636119703054,890475853895840640,,,,wbjk464278239268,890475853895840640,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.388313Z,2018-12-11T05:16:18.411431Z
txn_01cydv3hnc9c860b00ck3h22eh,839256,,,fnce636119703054,649900180535677824,,,,wbjk464278239268,649900180535677824,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.476490Z,2018-12-11T05:16:18.493390Z
txn_01cydv3evpe33wxsveg31c2ktw,6216393,,,fnce636119703054,794803890531415552,,,,wbjk464278239268,794803890531415552,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.606117Z,2018-12-11T05:16:15.620443Z
txn_01cydv3f4srypfz628k0j0bw7k,3708704,,,fnce636119703054,2031062231976133,,,,wbjk464278239268,2031062231976133,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.897413Z,2018-12-11T05:16:15.909767Z
txn_01cydv3fdmesmnpc3gb3sj2t3d,7377126,,,fnce636119703054,477930360222501120,,,,wbjk464278239268,477930360222501120,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.180886Z,2018-12-11T05:16:16.191032Z
txn_01cydv3fp6c1ahgs3p9y1z6msr,4076307,,,fnce636119703054,115408078986830704,,,,wbjk464278239268,115408078986830704,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.454802Z,2018-12-11T05:16:16.466030Z
txn_01cydv3fs2d80f8xypk5t4sdff,2141734,,,fnce636119703054,205593819306642016,,,,wbjk464278239268,205593819306642016,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.546523Z,2018-12-11T05:16:16.556584Z
txn_01cydv3g70s6f8qn9tdandhsps,349280,,,fnce636119703054,687730364798305664,,,,wbjk464278239268,687730364798305664,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.992080Z,2018-12-11T05:16:17.013051Z
txn_01cydv3gcpqma05r5v80yzr3wk,2357026,,,fnce636119703054,286653389406360992,,,,wbjk464278239268,286653389406360992,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.174212Z,2018-12-11T05:16:17.185234Z
txn_01cydv3gne00rbdzv1xskz2bqp,8825401,,,fnce636119703054,471199424400543424,,,,wbjk464278239268,471199424400543424,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.454385Z,2018-12-11T05:16:17.478790Z
txn_01cydv3hncrjyyrdwz0vm2843g,5769620,,,fnce636119703054,260694074593532320,,,,wbjk464278239268,260694074593532320,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.476527Z,2018-12-11T05:16:18.500697Z
txn_01cydv3hr31j04c0pnvnxg84mx,2416263,,,fnce636119703054,878882989691136000,,,,wbjk464278239268,878882989691136000,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.563777Z,2018-12-11T05:16:18.594340Z
txn_01cydv3j22d5gvt56tppamqzyk,666210,,,fnce636119703054,249586944424268320,,,,wbjk464278239268,249586944424268320,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.882634Z,2018-12-11T05:16:18.917181Z
txn_01cydv3k4rrtngyg982cs9ryje,1609361,,,fnce636119703054,346767968147063680,,,,wbjk464278239268,346767968147063680,,,,,,,{},{},confirmed,,,2018-12-11T05:16:19.992904Z,2018-12-11T05:16:20.014428Z
txn_01cydv3evpe24s2mazpk6r64q4,138227,,,fnce636119703054,740645855348376192,,,,wbjk464278239268,740645855348376192,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.606103Z,2018-12-11T05:16:15.637154Z
txn_01cydv3f1rnnbgj4eq8btz4924,4699583,,,fnce636119703054,49816314145490152,,,,wbjk464278239268,49816314145490152,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.800935Z,2018-12-11T05:16:15.825214Z
txn_01cydv3f4s683jpch2thdntxwf,4631499,,,fnce636119703054,445303404518612864,,,,wbjk464278239268,445303404518612864,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.897295Z,2018-12-11T05:16:15.917679Z
txn_01cydv3fggjfysvx9qk01mvyxd,6927562,,,fnce636119703054,143236738462143792,,,,wbjk464278239268,143236738462143792,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.272278Z,2018-12-11T05:16:16.290028Z
txn_01cydv3g492dqwqj447x5n8atk,7745506,,,fnce636119703054,450685162027842496,,,,wbjk464278239268,450685162027842496,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.906006Z,2018-12-11T05:16:16.917055Z
txn_01cydv3g9vtje8yxg1e54jcdaz,2165211,,,fnce636119703054,933289588568750848,,,,wbjk464278239268,933289588568750848,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.083171Z,2018-12-11T05:16:17.097715Z
txn_01cydv3gjdnnsy97e1vz2wwj3m,7060379,,,fnce636119703054,753227037612186112,,,,wbjk464278239268,753227037612186112,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.357033Z,2018-12-11T05:16:17.383326Z
txn_01cydv3grfjr26s1cvm8m1vv0q,8452753,,,fnce636119703054,433336984693147840,,,,wbjk464278239268,433336984693147840,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.551870Z,2018-12-11T05:16:17.584713Z
txn_01cydv3h1tr62y5hvx4qhkp63q,2644095,,,fnce636119703054,145432226344193280,,,,wbjk464278239268,145432226344193280,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.850864Z,2018-12-11T05:16:17.873438Z
txn_01cydv3h7syacxxdhwexrfb6r7,3598128,,,fnce636119703054,878440616765188992,,,,wbjk464278239268,878440616765188992,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.041393Z,2018-12-11T05:16:18.059334Z
txn_01cydv3haand1ch0dcv87b9yeh,4013709,,,fnce636119703054,77103007537740912,,,,wbjk464278239268,77103007537740912,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.122640Z,2018-12-11T05:16:18.149808Z
txn_01cydv3hjmtgj7x01415t6gq60,1757390,,,fnce636119703054,615257718217609984,,,,wbjk464278239268,615257718217609984,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.388373Z,2018-12-11T05:16:18.418666Z
txn_01cydv4v0n9ssxd8sktyfzesvb,7262665,,,fnce636119703054,482081611459164480,,,,wbjk464278239268,482081611459164480,,,,,,,{},{},confirmed,,,2018-12-11T05:17:00.821082Z,2018-12-11T05:17:07.030873Z
txn_01cydv3eywxcwq50r1sxenxj4p,6687815,,,fnce636119703054,285436163748071904,,,,wbjk464278239268,285436163748071904,,,,,,,{},{},confirmed,,,2018-12-11T05:16:15.709028Z,2018-12-11T05:16:15.731819Z
txn_01cydv3faq1xrkgx4yzpej0g25,86515,,,fnce636119703054,186755069585792896,,,,wbjk464278239268,186755069585792896,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.087884Z,2018-12-11T05:16:16.103040Z
txn_01cydv3fgg49whap6mqxc3rk2w,6691259,,,fnce636119703054,612948490965853184,,,,wbjk464278239268,612948490965853184,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.272554Z,2018-12-11T05:16:16.296585Z
txn_01cydv3fk9qdyxadt1eg9s6pmf,3067592,,,fnce636119703054,88727823023685648,,,,wbjk464278239268,88727823023685648,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.361992Z,2018-12-11T05:16:16.386253Z
txn_01cydv3fs2pqkjdn4901dfg9jt,7912248,,,fnce636119703054,869976342483335936,,,,wbjk464278239268,869976342483335936,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.546380Z,2018-12-11T05:16:16.569292Z
txn_01cydv3fvzwjq5w8qxjxbmxn10,7273835,,,fnce636119703054,861847113261711488,,,,wbjk464278239268,861847113261711488,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.639346Z,2018-12-11T05:16:16.655709Z
txn_01cydv3fyhzyha2t7w2cy0hw7a,5087720,,,fnce636119703054,837105953044882944,,,,wbjk464278239268,837105953044882944,,,,,,,{},{},confirmed,,,2018-12-11T05:16:16.721685Z,2018-12-11T05:16:16.738363Z
txn_01cydv3gne6fv2pynrq6kc322f,443988,,,fnce636119703054,291878691476877952,,,,wbjk464278239268,291878691476877952,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.454092Z,2018-12-11T05:16:17.471827Z
txn_01cydv3gvpbe155bj58yypcsg0,2104045,,,fnce636119703054,91135506563568608,,,,wbjk464278239268,91135506563568608,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.654504Z,2018-12-11T05:16:17.665116Z
txn_01cydv3h4qy7mj75v939yqk21t,6454235,,,fnce636119703054,592503588143578624,,,,wbjk464278239268,592503588143578624,,,,,,,{},{},confirmed,,,2018-12-11T05:16:17.943611Z,2018-12-11T05:16:17.962848Z
txn_01cydv3h7ss3g4ybgj0yqmpqvv,6867871,,,fnce636119703054,15043889334773408,,,,wbjk464278239268,15043889334773408,,,,,,,{},{},confirmed,,,2018-12-11T05:16:18.041374Z,2018-12-11T05:16:18.052929Z
